word/phrase,type,raw_frequency,count,topic,POS,syllables,readability_score,level,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,Core Inventory,EGP,GSELO,log_freq,frequency_score
after,word,0.0019363098095695312,242,general,"sconj preposition,adverb",2,3.66,A1,,,,,,,,-2.713025131921982,7
youve,word,3.200512081933109e-05,4,general,unknown,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
passed,word,6.401024163866218e-05,8,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.193749854863421,3
enjoy,word,8.80140822531605e-05,11,general,verb,2,3.66,A1,,,,,,,,-4.055447341735951,3
quick,word,0.00013602176348215714,17,general,adj adjective,1,10.0,A1,,,,,,,,-3.8663912796701485,4
say,word,0.0011841894703152505,148,general,verb noun,1,10.0,A1,INDSP.explain.report.say,INDIRECT SPEECH: SAY/EXPLAIN/REPORT,,A2.2,B1-B2,"A1, B2",A2,-2.9265787682620252,6
sounds,word,5.600896143382941e-05,7,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
idea,word,0.00024003840614498319,30,general,noun,3,0.0,A1,,,,,,,,-3.6197190846846836,4
better,word,0.0004560729716754681,57,general,adv adjective,2,3.66,A1,,,,,,,,-3.340965569434129,5
because,word,0.001488238118098896,186,function_words,sconj conjunction,2,3.66,A1,,,,,,,,-2.827327546931687,6
parents,word,9.601536245799327e-05,12,family,noun,2,3.66,UNKNOWN,,,,,,,,-4.017658821966298,4
why,word,0.0010321651464234277,129,function_words,sconj adverb,1,10.0,A1,INT.why,WH- QUESTION: Why ...?,AFF. INT./NEG. INT.,A1.2,A1-(A2)-B1,A2-C1,A1,-2.986250767956077,6
then,word,0.0042166746679468715,527,general,adv adverb,1,10.0,A1,,,,,,,,-2.375029894819389,7
weve,word,2.400384061449832e-05,3,general,unknown,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
done,word,0.00012001920307249159,15,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.920748899421697,4
since,word,5.600896143382941e-05,7,general,"sconj preposition, conjunction,adverb",1,10.0,A2,,,,,,,,-4.251741704916048,3
eat,word,0.0008961433829412706,112,actions,verb,1,10.0,A1,,,,,,,,-3.0476224491985997,6
catch,word,0.000176028164506321,22,general,verb noun,1,10.0,A2,,,,,,,,-3.754417592790506,4
finally,word,0.00015202432389182268,19,general,adv adverb,3,0.0,A2,,,,,,,,-3.818086633704316,4
want,word,0.0031124979996799487,389,general,verb noun,1,10.0,A1,,,,,,,,-2.506890905052437,7
hear,word,0.0007281164986397824,91,general,verb,1,10.0,A1,,,,,,,,-3.1377990683640093,6
job,word,0.0007601216194591134,95,"general,personal identification,work and jobs",noun,1,10.0,A1,,,,,,,,-3.119116857907678,6
charles,word,0.0002960473675788126,37,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.528638649566786,5
bit,word,3.200512081933109e-05,4,"collocation,general,language",noun,1,10.0,A2,,,,,,,,-4.494779172052438,2
find,word,0.0009761561849895983,122,general,verb,1,10.0,A1,,,,,,,,-3.0104806451663775,6
house,word,0.0018562970075212033,232,"home,house and home, environment,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-2.7313525120447473,7
numbers,word,0.00031204992798847817,39,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.505775774130235,5
really,word,0.00030404864778364537,38,general,adv adverb,2,3.66,A1,,,,,,,,-3.5170567808774336,5
strange,word,0.00031204992798847817,39,general,adj adjective,1,10.0,A2,,,,,,,,-3.505775774130235,5
turn,word,0.0002080332853256521,26,general,"verb verb, noun,noun",1,10.0,A1,,,,,,,,-3.6818669635986048,4
left,word,0.0005360857737237958,67,directions,"verb adjective, adverb, noun,adjective",1,10.0,A1,,,,,,,,-3.2707656366184445,5
post,word,8.001280204832773e-05,10,"general,services,things in the town, shops and shopping","noun noun, verb",1,10.0,A1,,,,,,,,-4.096839977550485,3
keep,word,0.00013602176348215714,17,general,verb,1,10.0,A1,,,,,,,,-3.8663912796701485,4
past,word,0.00012001920307249159,15,general,"adp adjective, noun, preposition,adjective",1,10.0,A1,,,,,,,,-3.920748899421697,4
side,word,0.00019203072491598655,24,general,noun,1,10.0,A2,,,,,,,,-3.716629052460991,4
behind,word,0.000496079372699632,62,general,"adp preposition, adverb,adverb",2,3.66,A1,,,,,,,,-3.3044487432877827,5
houses,word,0.0001440230436869899,18,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.841567713683053,4
ask,word,0.0005120819331092975,64,general,verb,1,10.0,A1,INDQ.ask.etc,INDIRECT QUESTION: ASK/REMIND/SHOW/TEACH/TELL,,B1.1,,B1-B2,B1,-3.290660461537941,5
doesnt,word,0.0009521523443751,119,general,unknown,2,3.66,UNKNOWN,,,,,,,,-3.021293513326992,6
different,word,0.0004160665706513042,52,general,adj adjective,3,0.0,A1,,,,,,,,-3.3808370723155945,5
get,word,0.0014242278764602337,178,general,verb,1,10.0,A1,,,,,,,,-2.8464204875291683,6
lost,word,0.00012802048327732437,16,general,verb adjective,1,10.0,A2,,,,,,,,-3.89272019843732,4
ill,word,0.0005280844935189631,66,general,propn adjective,1,10.0,A2,,,,,,,,-3.2772965025499463,5
let,word,0.00012001920307249159,15,general,verb,1,10.0,A1,CAUS.have.let.make,HAVE/LET/MAKE+NP+INFINITIVE,,A2.1,,"B1, C2",,-3.920748899421697,4
anything,word,0.00024003840614498319,30,general,pron pronoun,3,0.0,A1,PIND.nobody.anything.etc,INDEFINITE PRONOUNS,,A1.2,,A1-C1,A1,-3.6197190846846836,4
dodont,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
forward,word,0.00010401664266282605,13,general,adv adverb,2,3.66,A2,,,,,,,,-3.98289675050072,4
seeing,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
soon,word,0.0007281164986397824,91,general,adv adverb,1,10.0,A1,,,,,,,,-3.1377990683640093,6
gregor,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
southwestern,word,8.001280204832773e-06,1,general,adj,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
candidates,word,1.6002560409665546e-05,2,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
surname,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
martella,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
javier,word,1.6002560409665546e-05,2,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
number,word,0.00026404224675948153,33,"general,personal identification",noun,2,3.66,A1,,,,,,,,-3.5783264159743684,5
b,word,0.0012562009921587454,157,general,propn,1,10.0,UNKNOWN,,,,,,,,-2.9009408333501034,6
academic,word,8.001280204832773e-06,1,education,adj adjective,4,0.0,B1,,,,,,,,-5.0968350925528725,1
basics,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
term,word,4.0006401024163864e-05,5,general,noun,1,10.0,A2,,,,,,,,-4.39786943043424,3
mark,word,0.0002800448071691471,35,general,"noun verb, noun",1,10.0,A2,,,,,,,,-3.5527723209007864,5
breakdown,word,8.001280204832773e-06,1,general,noun,2,3.66,C1,,,,,,,,-5.0968350925528725,1
skillsarea,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
obtained,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
passfail,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
p,word,0.00016802688430148823,21,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.7746209671302884,4
f,word,0.000744119059049448,93,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.1283575134138837,6
grammarvocabulary,word,8.001280204832773e-06,1,general,propn,6,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
comments,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
well,word,0.001128180508881421,141,general,"adv adverb, adjective, exclamation,adjective",1,10.0,A1,,,,,,,,-2.9476213691808875,6
hard,word,0.00030404864778364537,38,general,"adj adjective, adverb,adjective",1,10.0,A1,,,,,,,,-3.5170567808774336,5
always,word,0.000848135701712274,106,general,adv adverb,2,3.66,A1,,,,,,,,-3.0715346038608446,6
active,word,8.001280204832773e-05,10,general,adj adjective,2,3.66,A2,,,,,,,,-4.096839977550485,3
activities,word,0.00011201792286765882,14,general,noun,4,0.0,UNKNOWN,,,,,,,,-3.9507120969524365,4
ideas,word,4.0006401024163864e-05,5,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.39786943043424,3
marks,word,4.0006401024163864e-05,5,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.39786943043424,3
problem,word,0.00025604096655464873,32,"general,relations with other people",noun,2,3.66,A1,,,,,,,,-3.591690372392378,5
sometimes,word,0.0009121459433509362,114,general,adv adverb,2,3.66,A1,,,,,,,,-3.0399356213825297,6
mistakes,word,4.0006401024163864e-05,5,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.39786943043424,3
think,word,0.0015042406785085614,188,general,verb,1,10.0,A1,,,,,,,,-2.822682642196368,6
improve,word,4.800768122899664e-05,6,general,verb,2,3.66,A1,,,,,,,,-4.318688365313283,3
recommend,word,2.400384061449832e-05,3,general,verb,3,0.0,A2,,,,,,,,-4.619717456344684,2
review,word,0.00016002560409665546,20,"education,general","noun noun, verb",2,3.66,A2,,,,,,,,-3.7958102532768714,4
points,word,1.6002560409665546e-05,2,general,verb,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
studied,word,5.600896143382941e-05,7,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
practice,word,8.001280204832773e-05,10,"general,hobbies and pastimes",verb noun,2,3.66,A1,,,,,,,,-4.096839977550485,3
workbook,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
most,word,0.0004640742518803008,58,general,"adv determiner, pronoun, adverb,adverb",1,10.0,A1,COMP.JJS.RBS.most,SUPERLATIVE OF SUPERIORITY: most+ADJ/ADV,,A2.1,A2-B1,A2,A2,-3.3334124331854893,5
shows,word,0.00018402944471115378,23,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.735112448322016,4
podcasts,word,2.400384061449832e-05,3,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
radio,word,0.00018402944471115378,23,"free time, entertainment,general,objects and rooms",noun,3,0.0,A1,,,,,,,,-3.735112448322016,4
possible,word,0.00012001920307249159,15,general,adj adjective,3,0.0,A1,,,,,,,,-3.920748899421697,4
list,word,8.80140822531605e-05,11,"general,objects and rooms","noun noun, verb",1,10.0,A1,,,,,,,,-4.055447341735951,3
things,word,0.0009201472235557689,115,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.0361426327794114,6
ive,word,0.00015202432389182268,19,general,unknown,1,10.0,UNKNOWN,,,,,,,,-3.818086633704316,4
enjoyed,word,0.00016002560409665546,20,general,verb,2,3.66,UNKNOWN,,,,,,,,-3.7958102532768714,4
holiday,word,0.00011201792286765882,14,"free time, entertainment,hobbies and pastimes,holidays",noun,3,0.0,A1,,,,,,,,-3.9507120969524365,4
luck,word,4.800768122899664e-05,6,general,noun,1,10.0,A2,,,,,,,,-4.318688365313283,3
instructors,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
erin,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
gibbs,word,1.6002560409665546e-05,2,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
signed,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
hermann,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
ebbinghaus,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
his,word,0.0060649703952632425,758,pronouns,pron determiner,1,10.0,A1,,,,,,,,-2.2171713075386337,8
own,word,0.0002320371259401504,29,general,"verb adjective, pronoun,adjective",1,10.0,A1,,,,,,,,-3.634442335266528,4
memory,word,1.6002560409665546e-05,2,psychology,noun,3,0.0,A2,,,,,,,,-4.795807810769671,2
quickly,word,0.0008001280204832773,100,general,adv adverb,2,3.66,A1,,,,,,,,-3.0968404660532687,6
forgot,word,5.600896143382941e-05,7,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
gave,word,0.0004480716914706353,56,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.3486523963999777,5
himself,word,0.00013602176348215714,17,general,pron pronoun,2,3.66,A2,,,,,,,,-3.8663912796701485,4
tests,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
periods,word,2.400384061449832e-05,3,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
each,word,0.000248039686349816,31,general,"det determiner, pronoun, adverb,determiner",1,10.0,A1,,,,,,,,-3.6054786514064285,4
result,word,1.6002560409665546e-05,2,general,noun,2,3.66,A1,,,,,,,,-4.795807810769671,2
forgetting,word,1.6002560409665546e-05,2,general,verb,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
curve,word,8.001280204832773e-06,1,general,"noun noun, verb",1,10.0,B2,,,,,,,,-5.0968350925528725,1
forget,word,0.00021603456553048487,27,general,verb,2,3.66,A1,,,,,,,,-3.6654765551423587,4
fastest,word,2.400384061449832e-05,3,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
hours,word,0.0004720755320851336,59,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.325988416692434,5
speed,word,1.6002560409665546e-05,2,general,noun,1,10.0,A2,,,,,,,,-4.795807810769671,2
slows,word,8.001280204832773e-06,1,general,verb,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
down,word,0.0016082573211713873,201,directions,"adp adverb, preposition,adjective",1,10.0,A1,,,,,,,,-2.7936444359068595,6
over,word,0.0005120819331092975,64,general,"adp preposition, adverb,adverb",2,3.66,A1,,,,,,,,-3.290660461537941,5
six,word,0.00037606016962714035,47,numbers,num number,1,10.0,A1,,,,,,,,-3.4247425469103163,5
forgotten,word,1.6002560409665546e-05,2,general,verb,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
revise,word,1.6002560409665546e-05,2,general,verb,2,3.66,B1,,,,,,,,-4.795807810769671,2
stronger,word,5.600896143382941e-05,7,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.251741704916048,3
slow,word,8.80140822531605e-05,11,adjectives,verb adjective,1,10.0,A1,,,,,,,,-4.055447341735951,3
again,word,0.002016322611617859,252,general,adv adverb,2,3.66,A1,,,,,,,,-2.695439958010908,7
leave,word,0.0009761561849895983,122,general,verb noun,1,10.0,A1,,,,,,,,-3.0104806451663775,6
longer,word,0.0001440230436869899,18,general,adv,2,3.66,UNKNOWN,,,,,,,,-3.841567713683053,4
revisions,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
thing,word,0.0002320371259401504,29,general,noun,1,10.0,A1,,,,,,,,-3.634442335266528,4
makes,word,0.0002880460873739798,36,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.540537868791561,5
tired,word,0.0005200832133141302,65,emotions,adj adjective,2,3.66,A1,,,,,,,,-3.2839270801837355,5
stress,word,8.001280204832773e-06,1,"health and body care,psychology","noun noun, verb",1,10.0,A2,,,,,,,,-5.0968350925528725,1
faster,word,8.80140822531605e-05,11,general,adv,2,3.66,UNKNOWN,,,,,,,,-4.055447341735951,3
understand,word,0.0007201152184349496,90,general,verb,3,0.0,A1,,,,,,,,-3.142597950583042,6
important,word,0.0006160985757721236,77,general,adj adjective,3,0.0,A1,,,,,,,,-3.2103497246678425,5
meaningful,word,8.001280204832773e-06,1,general,adj adjective,3,0.0,C1,,,,,,,,-5.0968350925528725,1
easier,word,1.6002560409665546e-05,2,general,adj,3,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
grace,word,1.6002560409665546e-05,2,general,noun,1,10.0,C1,,,,,,,,-4.795807810769671,2
yang,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
september,word,0.0001440230436869899,18,general,propn noun,3,0.0,A1,,,,,,,,-3.841567713683053,4
subject,word,8.001280204832773e-05,10,education,noun,2,3.66,A1,,,,,,,,-4.096839977550485,3
invitation,word,1.6002560409665546e-05,2,"party,relations with other people",noun,4,0.0,A2,,,,,,,,-4.795807810769671,2
interview,word,0.00012802048327732437,16,"general,relations with other people","noun noun, verb",3,0.0,A1,,,,,,,,-3.89272019843732,4
dear,word,0.00010401664266282605,13,general,adj adjective,1,10.0,A1,,,,,,,,-3.98289675050072,4
thank,word,0.0007521203392542807,94,general,verb,1,10.0,A1,,,,,,,,-3.1237126089890093,6
position,word,4.0006401024163864e-05,5,general,noun,3,0.0,A2,,,,,,,,-4.39786943043424,3
invite,word,1.6002560409665546e-05,2,general,noun verb,2,3.66,A2,,,,,,,,-4.795807810769671,2
shard,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
susan,word,1.6002560409665546e-05,2,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
during,word,0.00020003200512081932,25,general,adp preposition,2,3.66,A1,,,,,,,,-3.6989002945469087,4
opportunity,word,2.400384061449832e-05,3,general,noun,5,0.0,A2,,,,,,,,-4.619717456344684,2
out,word,0.0016402624419907185,205,general,"adp adverb, preposition,adverb",1,10.0,A1,,,,,,,,-2.785086632798502,6
learn,word,0.0002800448071691471,35,actions,verb,1,10.0,A1,,,,,,,,-3.5527723209007864,5
cv,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
references,word,8.001280204832773e-06,1,general,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
form,word,4.0006401024163864e-05,5,general,"verb noun, verb,noun",1,10.0,A1,,,,,,,,-4.39786943043424,3
reception,word,8.001280204832773e-06,1,general,noun,3,0.0,A2,,,,,,,,-5.0968350925528725,1
receive,word,8.001280204832773e-06,1,general,verb,2,3.66,A2,,,,,,,,-5.0968350925528725,1
visitors,word,0.0001440230436869899,18,general,noun,3,0.0,UNKNOWN,,,,,,,,-3.841567713683053,4
wish,word,0.000176028164506321,22,general,"verb verb, noun,noun",1,10.0,A2,,,,,,,,-3.754417592790506,4
reschedule,word,8.001280204832773e-06,1,general,verb,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
look,word,0.0013122099535925749,164,general,verb noun,1,10.0,A1,,,,,,,,-2.8819966391872756,6
best,word,0.0005600896143382942,70,general,adj adjective,1,10.0,A1,,,,,,,,-3.2517424027769617,5
regards,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
anna,word,0.0010801728276524244,135,general,propn,2,3.66,UNKNOWN,,,,,,,,-2.9665067116303674,6
green,word,0.00031204992798847817,39,"colors,colours","propn adjective, noun,adjective",1,10.0,A1,,,,,,,,-3.505775774130235,5
human,word,6.401024163866218e-05,8,general,"adj adjective, noun,adjective",2,3.66,A2,,,,,,,,-4.193749854863421,3
resources,word,8.001280204832773e-05,10,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.096839977550485,3
centre,word,7.201152184349496e-05,9,general,noun,2,3.66,A1,,,,,,,,-4.142597407802213,3
whether,word,8.001280204832773e-06,1,general,sconj conjunction,2,3.66,B1,CL.WH.whether,whether,,B2.1,,B1,B2,-5.0968350925528725,1
conference,word,2.400384061449832e-05,3,"general,work and jobs",noun,3,0.0,A2,,,,,,,,-4.619717456344684,2
venue,word,8.001280204832773e-06,1,"general,travel",noun,2,3.66,B2,,,,,,,,-5.0968350925528725,1
meetings,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
training,word,1.6002560409665546e-05,2,"education,work and jobs",noun,2,3.66,A2,,,,,,,,-4.795807810769671,2
event,word,5.600896143382941e-05,7,"free time, entertainment,general,hobbies and pastimes",noun,2,3.66,A1,,,,,,,,-4.251741704916048,3
offering,word,1.6002560409665546e-05,2,general,verb noun,3,0.0,C1,,,,,,,,-4.795807810769671,2
secure,word,8.001280204832773e-06,1,general,"adj verb, adjective,adjective",2,3.66,B2,,,,,,,,-5.0968350925528725,1
parking,word,1.6002560409665546e-05,2,"general,travel,travel and services vocab",noun,2,3.66,A2,,,,,,,,-4.795807810769671,2
allday,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
refreshments,word,8.001280204832773e-06,1,general,verb,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
rooms,word,0.00025604096655464873,32,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.591690372392378,5
conveniently,word,8.001280204832773e-06,1,general,adv,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
located,word,1.6002560409665546e-05,2,general,verb adjective,3,0.0,B1,,,,,,,,-4.795807810769671,2
tenminute,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
station,word,0.0002080332853256521,26,"city,things in the town, shops and shopping,travel",noun,2,3.66,A1,,,,,,,,-3.6818669635986048,4
grand,word,5.600896143382941e-05,7,general,adj adjective,1,10.0,B2,,,,,,,,-4.251741704916048,3
west,word,5.600896143382941e-05,7,general,"propn noun, adjective, adverb,adjective",1,10.0,A1,,,,,,,,-4.251741704916048,3
country,word,0.0004640742518803008,58,"general,nationalities and countries,places",noun,2,3.66,A1,,,,,,,,-3.3334124331854893,5
surrounded,word,8.001280204832773e-06,1,general,verb,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
rolling,word,2.400384061449832e-05,3,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
hills,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
scenery,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
drive,word,7.201152184349496e-05,9,"hobbies and pastimes,transport,travel",verb noun,1,10.0,A1,,,,,,,,-4.142597407802213,3
hotel,word,0.0002720435269643143,34,"travel,travel and services vocab",noun,2,3.66,A1,,,,,,,,-3.5653614436476215,5
takes,word,0.0005840934549527925,73,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.233517585857345,5
whiteboard,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
gardens,word,3.200512081933109e-05,4,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
teambuilding,word,8.001280204832773e-06,1,general,verb,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
events,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
outdoor,word,8.001280204832773e-06,1,general,adj adjective,2,3.66,B1,,,,,,,,-5.0968350925528725,1
indoor,word,8.001280204832773e-06,1,general,adj adjective,2,3.66,B1,,,,,,,,-5.0968350925528725,1
pool,word,4.0006401024163864e-05,5,"free time, entertainment,general,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-4.39786943043424,3
gym,word,0.000176028164506321,22,"free time, entertainment,general,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-3.754417592790506,4
hole,word,0.00015202432389182268,19,"general,house and home, environment,things in the town, shops and shopping",noun,1,10.0,A2,,,,,,,,-3.818086633704316,4
golf,word,3.200512081933109e-05,4,"free time, entertainment,sports",noun,1,10.0,A2,,,,,,,,-4.494779172052438,2
ensure,word,8.001280204832773e-06,1,general,verb,2,3.66,B2,,,,,,,,-5.0968350925528725,1
relaxing,word,2.400384061449832e-05,3,general,verb adjective,3,0.0,B1,,,,,,,,-4.619717456344684,2
enjoyable,word,8.001280204832773e-06,1,general,adj adjective,4,0.0,B2,,,,,,,,-5.0968350925528725,1
everyone,word,0.000248039686349816,31,general,pron pronoun,3,0.0,A1,,,,,,,,-3.6054786514064285,4
schools,word,3.200512081933109e-05,4,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.494779172052438,2
lowest,word,8.001280204832773e-06,1,general,adj,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
prices,word,7.201152184349496e-05,9,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.142597407802213,3
choose,word,5.600896143382941e-05,7,general,verb,1,10.0,A1,,,,,,,,-4.251741704916048,3
practise,word,1.6002560409665546e-05,2,general,verb,2,3.66,A1,,,,,,,,-4.795807810769671,2
england,word,0.00025604096655464873,32,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.591690372392378,5
general,word,6.401024163866218e-05,8,general,adj adjective,3,0.0,A2,,,,,,,,-4.193749854863421,3
intensive,word,1.6002560409665546e-05,2,general,adj adjective,3,0.0,C1,,,,,,,,-4.795807810769671,2
mondaythursday,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
parttime,word,0.00013602176348215714,17,general,"noun adjective, adverb,adjective",2,3.66,B2,,,,,,,,-3.8663912796701485,4
mondayfriday,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
afternoons,word,6.401024163866218e-05,8,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.193749854863421,3
evenings,word,0.0001440230436869899,18,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.841567713683053,4
focus,word,3.200512081933109e-05,4,general,"noun verb, noun",2,3.66,A2,,,,,,,,-4.494779172052438,2
elizabeth,word,1.6002560409665546e-05,2,general,propn,4,0.0,UNKNOWN,,,,,,,,-4.795807810769671,2
onetoone,word,1.6002560409665546e-05,2,general,adj,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
central,word,1.6002560409665546e-05,2,general,adj adjective,2,3.66,B1,,,,,,,,-4.795807810769671,2
qualified,word,8.001280204832773e-06,1,general,adj adjective,3,0.0,B1,,,,,,,,-5.0968350925528725,1
build,word,0.00015202432389182268,19,general,noun verb,1,10.0,A1,,,,,,,,-3.818086633704316,4
modules,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
suit,word,1.6002560409665546e-05,2,"general,shopping",noun,1,10.0,A2,,,,,,,,-4.795807810769671,2
needs,word,0.00021603456553048487,27,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.6654765551423587,4
times,word,0.0002080332853256521,26,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.6818669635986048,4
business,word,0.00010401664266282605,13,"daily life,general,work and jobs",noun,2,3.66,A1,,,,,,,,-3.98289675050072,4
doctors,word,0.0002320371259401504,29,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.634442335266528,4
engineers,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
path,word,8.001280204832773e-06,1,"general,places,things in the town, shops and shopping",noun,1,10.0,B1,,,,,,,,-5.0968350925528725,1
courses,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
available,word,7.201152184349496e-05,9,general,adj adjective,4,0.0,A2,,,,,,,,-4.142597407802213,3
