word/phrase,type,raw_frequency,count,topic,POS,syllables,readability_score,level,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,Core Inventory,EGP,GSELO,log_freq,frequency_score
the left hand,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
hundreds of people,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
people are afraid,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
long black coat,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
his left hand,phrase,4.0006401024163864e-05,5,phrase,na,3,10.0,A1,,,,,,,,-4.39786943043424,3
left hand and,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
back under the,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
then he stopped,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
very near the,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
look at that,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
a minute then,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
minute then he,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
him very much,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
back to london,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
a very interesting,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A1,,,,,,,,-4.619717456344684,2
we could give,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
was very happy,phrase,4.0006401024163864e-05,5,phrase,na,5,6.28,A1,,,,,,,,-4.39786943043424,3
very angry with,phrase,4.0006401024163864e-05,5,phrase,na,5,6.28,A1,,,,,,,,-4.39786943043424,3
felt sorry for,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
treves he said,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
joseph i said,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
thank you doctor,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
very happy here,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
thank you very,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
you very much,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
very much but,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
said this is,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
this is your,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
i dont think,phrase,4.800768122899664e-05,6,phrase,na,3,10.0,A1,,,,,,,,-4.318688365313283,3
shook his hand,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the next week,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
after that she,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
very happy man,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
are they doing,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
long time then,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
a small house,phrase,4.0006401024163864e-05,5,phrase,na,3,10.0,A1,,,,,,,,-4.39786943043424,3
there are hundreds,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
with a very,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
near the door,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
take your photo,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
take my photo,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
going to take,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
take a photo,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
his mother says,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
puts down the,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
into a small,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
a small room,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
he takes photos,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
takes photos of,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
suddenly he sees,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A2,,,,,,,,-4.494779172052438,2
want to work,phrase,5.600896143382941e-05,7,phrase,na,3,10.0,A1,,,,,,,,-4.251741704916048,3
says i cant,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
to learn about,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
come on anna,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
her father said,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
whats your name,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
anna she said,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
a criminal anna,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A2,,,,,,,,-4.619717456344684,2
anna he said,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
anna said sam,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,UNKNOWN,,,,,,,,-4.318688365313283,3
have a drink,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
reading a newspaper,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A1,,,,,,,,-4.619717456344684,2
looked round the,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A2,,,,,,,,-4.494779172052438,2
round the room,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A2,,,,,,,,-4.494779172052438,2
and went into,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
and have some,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
tino and bubs,phrase,5.600896143382941e-05,7,phrase,na,4,9.1,A1,,,,,,,,-4.251741704916048,3
two three four,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
sam said anna,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,UNKNOWN,,,,,,,,-4.619717456344684,2
the electricity company,phrase,3.200512081933109e-05,4,phrase,na,9,0.0,A2,,,,,,,,-4.494779172052438,2
mr moneybags says,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,UNKNOWN,,,,,,,,-4.619717456344684,2
leaping larry and,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
long white hair,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
larry and roxanne,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
sorry duncan says,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
duncan says but,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
i cant make,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
roxanne and bobo,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
duncan larry and,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
roxanne says she,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
honey larry says,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,UNKNOWN,,,,,,,,-4.494779172052438,2
larry says we,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
duncan looks at,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
looks at jock,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
at jock jock,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
jock jock looks,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,UNKNOWN,,,,,,,,-4.494779172052438,2
jock looks at,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
looks at duncan,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
a good time,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
into the water,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
wanted to paint,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
duncan and jean,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
miss minchins school,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
then he goes,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
black hair and,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
hair and green,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
and green eyes,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
said sara but,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
miss minchin was,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
a tall woman,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
tall woman in,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
a black dress,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
looked at sara,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
and miss minchin,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
the other girls,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
said miss minchin,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
her sister amelia,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A1,,,,,,,,-4.619717456344684,2
the diamond mines,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,B1,,,,,,,,-4.39786943043424,3
diamond mines and,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,B1,,,,,,,,-4.39786943043424,3
there are thousands,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
thousands of diamonds,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
diamonds in these,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
in these mines,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
face went red,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
sara came into,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
thing sara said,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
miss she said,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
said sara she,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
miss minchin said,phrase,6.401024163866218e-05,8,phrase,na,4,9.1,A1,,,,,,,,-4.193749854863421,3
said the lawyer,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A2,,,,,,,,-4.39786943043424,3
ran away with,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
away with all,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
with a fever,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,B2,,,,,,,,-4.619717456344684,2
father is dead,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A2,,,,,,,,-4.619717456344684,2
took her hand,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
across the roof,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A2,,,,,,,,-4.318688365313283,3
lives in that,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the house next,phrase,5.600896143382941e-05,7,phrase,na,3,10.0,A1,,,,,,,,-4.251741704916048,3
house next door,phrase,5.600896143382941e-05,7,phrase,na,3,10.0,A1,,,,,,,,-4.251741704916048,3
the indian gentlemans,phrase,2.400384061449832e-05,3,phrase,na,7,0.64,A1,,,,,,,,-4.619717456344684,2
the monkey jumped,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A2,,,,,,,,-4.619717456344684,2
the indian gentleman,phrase,5.600896143382941e-05,7,phrase,na,7,0.64,B1,,,,,,,,-4.251741704916048,3
i must find,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
said mr carmichael,phrase,3.200512081933109e-05,4,phrase,na,6,3.46,UNKNOWN,,,,,,,,-4.494779172052438,2
said mr carrisford,phrase,5.600896143382941e-05,7,phrase,na,6,3.46,UNKNOWN,,,,,,,,-4.251741704916048,3
mr carmichael said,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,UNKNOWN,,,,,,,,-4.619717456344684,2
sara looked at,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
there were some,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
after an hour,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
the table there,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
dont know said,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
here he said,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
afraid of injun,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
hours of work,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
after ten minutes,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
a wonderful idea,phrase,2.400384061449832e-05,3,phrase,na,7,0.64,A1,,,,,,,,-4.619717456344684,2
tom didnt want,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the street near,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
huck said tom,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
hoss williams grave,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,C1,,,,,,,,-4.494779172052438,2
minutes later the,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
said injun joe,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,UNKNOWN,,,,,,,,-4.619717456344684,2
five years ago,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
muff potters knife,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A2,,,,,,,,-4.619717456344684,2
looked down at,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
we cant tell,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
cant tell anyone,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
tell anyone about,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A1,,,,,,,,-4.619717456344684,2
about injun joe,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
watched the boats,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
over the fire,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
went down the,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
down the river,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
the three boys,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the boys went,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
injun joe said,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,UNKNOWN,,,,,,,,-4.619717456344684,2
lets go there,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
they stopped and,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
under the cross,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A2,,,,,,,,-4.494779172052438,2
because they were,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the evening they,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the tunnel wall,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,B2,,,,,,,,-4.39786943043424,3
wanted to find,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the cave again,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,B2,,,,,,,,-4.619717456344684,2
down the tunnel,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,B2,,,,,,,,-4.619717456344684,2
the shakespeare letters,phrase,6.401024163866218e-05,8,phrase,na,5,6.28,A1,,,,,,,,-4.193749854863421,3
old wilton street,phrase,4.800768122899664e-05,6,phrase,na,4,9.1,A1,,,,,,,,-4.318688365313283,3
marcel looks at,phrase,5.600896143382941e-05,7,phrase,na,4,9.1,A1,,,,,,,,-4.251741704916048,3
he says come,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
very very clever,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A2,,,,,,,,-4.619717456344684,2
henry says he,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the british museum,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A1,,,,,,,,-4.619717456344684,2
the professors flat,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
then he remembers,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
henry looks at,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
marcel says at,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
across the floor,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
the floor then,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
then he starts,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
a small white,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
then he climbs,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
moves the dial,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
very big bang,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
looks at marcel,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
then they climb,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
marcel says he,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A1,,,,,,,,-4.39786943043424,3
no there isnt,phrase,5.600896143382941e-05,7,phrase,na,4,9.1,A1,,,,,,,,-4.251741704916048,3
climbs into the,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
it says concorde,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
marcel and henry,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
there are fifteen,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
henry and marcel,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
the american woman,phrase,4.0006401024163864e-05,5,phrase,na,7,0.64,A1,,,,,,,,-4.39786943043424,3
listening to music,phrase,4.0006401024163864e-05,5,phrase,na,6,3.46,A1,,,,,,,,-4.39786943043424,3
the newport players,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
romeo and juliet,phrase,3.200512081933109e-05,4,phrase,na,7,0.64,A1,,,,,,,,-4.494779172052438,2
student at newport,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
at newport college,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
newport college and,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
to write plays,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the newport weekly,phrase,8.80140822531605e-05,11,phrase,na,5,6.28,B2,,,,,,,,-4.055447341735951,3
newport weekly news,phrase,8.001280204832773e-05,10,phrase,na,5,6.28,B2,,,,,,,,-4.096839977550485,3
want to write,phrase,5.600896143382941e-05,7,phrase,na,3,10.0,A1,,,,,,,,-4.251741704916048,3
review of romeo,phrase,2.400384061449832e-05,3,phrase,na,6,3.46,A2,,,,,,,,-4.619717456344684,2
part of juliets,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
of juliets mother,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
on tuesday evening,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
a good actress,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
ok mike says,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
todd marins house,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
writing a play,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
yours this is,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A2,,,,,,,,-4.619717456344684,2
her little brother,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
the shop assistant,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A2,,,,,,,,-4.494779172052438,2
says the young,phrase,4.0006401024163864e-05,5,phrase,na,3,10.0,A1,,,,,,,,-4.39786943043424,3
marisa says the,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
black umbrella with,phrase,3.200512081933109e-05,4,phrase,na,5,6.28,A1,,,,,,,,-4.494779172052438,2
umbrella with yellow,phrase,3.200512081933109e-05,4,phrase,na,6,3.46,A1,,,,,,,,-4.494779172052438,2
with yellow ducks,phrase,3.200512081933109e-05,4,phrase,na,4,9.1,A1,,,,,,,,-4.494779172052438,2
hair is short,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
i cant meet,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
that will be,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
at home with,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the roof garden,phrase,4.0006401024163864e-05,5,phrase,na,4,9.1,A2,,,,,,,,-4.39786943043424,3
what time do,phrase,3.200512081933109e-05,4,phrase,na,3,10.0,A1,,,,,,,,-4.494779172052438,2
the next sunday,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
bottle of suntan,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
his friend augustin,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
puts his hand,phrase,2.400384061449832e-05,3,phrase,na,3,10.0,A1,,,,,,,,-4.619717456344684,2
i will take,phrase,6.401024163866218e-05,8,phrase,na,3,10.0,A1,,,,,,,,-4.193749854863421,3
at blue moon,phrase,6.401024163866218e-05,8,phrase,na,3,10.0,A2,,,,,,,,-4.193749854863421,3
blue moon beach,phrase,9.601536245799327e-05,12,phrase,na,3,10.0,A2,,,,,,,,-4.017658821966298,4
blue moon hotel,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A2,,,,,,,,-4.619717456344684,2
over the water,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
sea eagle flying,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A2,,,,,,,,-4.619717456344684,2
after lunch she,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
after lunch i,phrase,2.400384061449832e-05,3,phrase,na,4,9.1,A1,,,,,,,,-4.619717456344684,2
baby sea eagle,phrase,2.400384061449832e-05,3,phrase,na,5,6.28,A1,,,,,,,,-4.619717456344684,2
